Type of materials,Sub_type of materials,Functioal group/drug,Abbreviation,Shape,Agglomeration,Zeta potential,Cell_Type,Stimulant,Cellular uptake,Pro_inflammatoary ,Anti_inflammatoary ,Apoptosis,Organism,Gender,Dose times (Single dose/Multiple dose),Administration route,Injury_Model,Biosafety,Recovery,Reference,Unnamed: 27,Size (nm)_min,Size (nm)_max,NPs_Conc (ug/mL)_min,NPs_Conc (ug/mL)_max,Stimulant_Conc(ug/ml)_min,Stimulant_Conc(ug/ml)_max,Age (Weeks)_min,Age (Weeks)_max,Weight (g)_min,Weight (g)_max,Dose_invivo_ (mg/Kg)_min,Dose_invivo_ (mg/Kg)_max
Inorganic,Magnesium Silicide,Hydrogen,MSNs,Non-Sphere,,,Neuronal,,,,,Low,,,,,Brain Disease,Good,,Hydrogen Attenuates Cognitive Impairment in Rat Models of Vascular Dementia by Inhibiting Oxidative Stress and NLRP3 Inflammasome Activation,10.1002/adhm.202400400,200.0,,500.0,,,,,,,,,
Organic,,,,Non-Sphere,,Positive,,,,Low,,,Small Rodents,,Multiple ,Intravenous,Brain Disease,Good,Good,A Biomimic Nanobullet with Ameliorative Inflammatory Microenvironment for Alzheimer’s Disease Treatments,10.1002/adhm.202302851,10.0,100.0,,,,,10.0,,1.0,50.0,0.1,10.0
Organic,,,,Non-Sphere,,Positive,Neuronal,Neurodegenrative peptide,High,Low,,,,,,,Brain Disease,Good,Good,A Biomimic Nanobullet with Ameliorative Inflammatory Microenvironment for Alzheimer’s Disease Treatments,10.1002/adhm.202302851,10.0,100.0,1.0,10.0,10.0,100.0,,,,,,
Inorganic,,,,Non-Sphere,,Negative,,,,,,,Small Rodents,Male,,Intraperitoneal,Brain Disease,Good,Good,A Novel Endoplasmic Reticulum-Targeted Metal–Organic Framework–Confined Ruthenium (Ru) Nanozyme Regulation of Oxidative Stress for Central Post-Stroke Pain,10.1002/adhm.202302526,100.0,200.0,,,,,5.0,10.0,1.0,50.0,0.1,10.0
Inorganic,,,,Non-Sphere,,Negative,Neuronal,,High,,,,,,,,Brain Disease,Good,Good,A Novel Endoplasmic Reticulum-Targeted Metal–Organic Framework–Confined Ruthenium (Ru) Nanozyme Regulation of Oxidative Stress for Central Post-Stroke Pain,10.1002/adhm.202302526,100.0,200.0,,,,,,,,,,
Hydrogel,,,,Sphere,,Positive,,,,Low,High,,Small Rodents,Female,Multiple ,Intraperitoneal,Spinal Injury,Good,Good,Chitosan-Modified Hydrogel Microsphere Encapsulating Zinc-Doped Bioactive Glasses for Spinal Cord Injury Repair by Suppressing Inflammation and Promoting Angiogenesis,10.1002/adhm.202402129,10.0,100.0,,,,,5.0,10.0,,,,
Hydrogel,,,,Sphere,,Positive,Other,Inflammatory stimuli,,Low,High,,,,,,Spinal Injury,Good,Good,Chitosan-Modified Hydrogel Microsphere Encapsulating Zinc-Doped Bioactive Glasses for Spinal Cord Injury Repair by Suppressing Inflammation and Promoting Angiogenesis,10.1002/adhm.202402129,10.0,100.0,1.0,10.0,,,,,,,,
Organic,,,,,,Negative,,,,Low,High,Low,Small Rodents,Female,Multiple ,Intravenous,Spinal Injury,Good,Good,Neuroprotective Effects of Microglial Membrane-Derived Biomimetic Particles for Spinal Cord Injury,10.1002/adhm.202301592,100.0,200.0,1.0,10.0,,,0.0,5.0,,,0.1,10.0
Organic,,,,,,Negative,Neuronal,Inflammatory stimuli,High,Low,High,Low,,,,,Spinal Injury,Good,Good,Neuroprotective Effects of Microglial Membrane-Derived Biomimetic Particles for Spinal Cord Injury,10.1002/adhm.202301592,100.0,200.0,1.0,10.0,0.0,10.0,,,,,,
Inorganic,Cerium Oxide,gelatin methacryloyl,CeNP-Gel,Sphere,Yes,,,,,Low,High,High,Small Rodents,Female,Multiple ,Other,Spinal Injury,Good,Good,ROS-Scavenging Hydrogels Synergize with Neural Stem Cells to Enhance Spinal Cord Injury Repair via Regulating Microenvironment and Facilitating Nerve Regeneration,10.1002/adhm.202300123,,10.0,,,,,0.0,5.0,50.0,,100.0,500.0
Inorganic,Cerium Oxide,gelatin methacryloyl,CeNP-Gel,Sphere,Yes,,Neuronal,Oxidative stress,,Low,High,High,Small Rodents,Female,Multiple ,Other,Spinal Injury,Good,Good,ROS-Scavenging Hydrogels Synergize with Neural Stem Cells to Enhance Spinal Cord Injury Repair via Regulating Microenvironment and Facilitating Nerve Regeneration,10.1002/adhm.202300123,,10.0,500.0,,500.0,,0.0,5.0,50.0,,100.0,500.0
Inorganic,,,,Non-Sphere,Yes,Positive,,,,High,High,High,Small Rodents,Male,Multiple ,Intraperitoneal,Brain Injury,Good,Good,Blood-Brain Barrier-Penetrating Metal-Organic Framework Antioxidant Nanozymes for Targeted Ischemic Stroke Therapy,10.1002/adhm.202402376,100.0,200.0,,,,,5.0,10.0,1.0,50.0,0.1,10.0
Inorganic,,,,Non-Sphere,Yes,Positive,Neuronal,Oxidative stress,High,High,High,High,,,,,Brain Injury,Good,Good,Blood-Brain Barrier-Penetrating Metal-Organic Framework Antioxidant Nanozymes for Targeted Ischemic Stroke Therapy,10.1002/adhm.202402376,100.0,200.0,10.0,100.0,,,,,,,,
Organic,,,,Sphere,Yes,Positive,,,High,Low,,Low,Small Rodents,Male,,Intravenous,Brain Disease,Good,Good,Systemic Administration of Neurotransmitter-Derived Lipidoids-PROTACs-DNA Nanocomplex Promotes Tau Clearance and Cognitive Recovery for Alzheimer’s Disease Therapy,10.1002/adhm.202400149,200.0,,,,,,10.0,,1.0,50.0,10.0,100.0
Organic,,,,Sphere,Yes,Positive,Neuronal,,High,,,Low,,,,,Brain Disease,Good,Good,Systemic Administration of Neurotransmitter-Derived Lipidoids-PROTACs-DNA Nanocomplex Promotes Tau Clearance and Cognitive Recovery for Alzheimer’s Disease Therapy,10.1002/adhm.202400149,200.0,,10.0,100.0,,,,,,,,
Organic,,,,,,,,,,,,,Small Rodents,Female,Multiple ,Intraperitoneal,Spinal Injury,,,Immunological Tolerance Induced by Nanoliposome with Autoantigenie Peptide and Artesunate to Inhibit Complement and Remodel Immune Balance for Multiple Sclerosis Treatment,10.1002/adhm.202403774,,,,,,,5.0,10.0,1.0,50.0,,
Inorganic,,,,,,Negative,Missing,,,Low,,Low,Small Rodents,Male,Single,Intraperitoneal,Spinal Injury,Good,Good,The Epileptiogenic Modified Therapy: Regulating the Dynamic of Microglia via ROS-Responsive Cascade Nano-Formulation,10.1002/adhm.202403700,100.0,200.0,,,,,10.0,,,,,
Inorganic,,,,,,Negative,Glial,Oxidative stress,,Low,,Low,,,,,Spinal Injury,Good,Good,The Epileptiogenic Modified Therapy: Regulating the Dynamic of Microglia via ROS-Responsive Cascade Nano-Formulation,10.1002/adhm.202403700,100.0,200.0,10.0,100.0,500.0,,,,,,,
Inorganic,Laponite,silicate ,LAP NPs,Non-Sphere,,,,,,Low,High,Low,Small Rodents,Female,Multiple ,,Spinal Injury,Good,Good,Silicate Nanoplatelets Promotes Neuronal Differentiation of Neural Stem Cells and Restoration of Spinal Cord Injury,10.1002/adhm.202203051,10.0,100.0,,,,,5.0,10.0,50.0,,0.1,10.0
Inorganic,Laponite,silicate ,LAP NPs,Non-Sphere,,,Neuronal,Inflammatory stimuli,High,,,,,,,,Spinal Injury,Good,,Silicate Nanoplatelets Promotes Neuronal Differentiation of Neural Stem Cells and Restoration of Spinal Cord Injury,10.1002/adhm.202203051,10.0,100.0,10.0,100.0,0.0,10.0,,,,,,
Organic,,,,Non-Sphere,,,,,,Low,Low,Low,Small Rodents,Male,Multiple ,Intraperitoneal,Brain Disease,Bad,,Müller Glial-Derived Small Extracellular Vesicles Mitigate RGC Degeneration by Suppressing Microglial Activation via Cx3cl1-Cx3cr1 Signaling,10.1002/adhm.202404306,10.0,100.0,,,,,5.0,10.0,,,0.1,10.0
Organic,,,,,Yes,,,Neurodegenrative peptide,High,,,,Small Rodents,,,Intravenous,Brain Disease,,,Reversing A𝜷 Fibrillation and Inhibiting A𝜷 Primary Neuronal Cell Toxicity Using Amphiphilic Polyphenylene Dendrons,10.1002/adhm.202101854,,10.0,10.0,100.0,500.0,,0.0,5.0,,,,
Hydrogel,,,,Non-Sphere,Yes,,,,,Low,,,Small Rodents,Male,Single,Other,Brain Disease,Good,Good,Lycium-Barbarum Polysaccharide-Loaded Dual-Crosslinked Rigid Hydrogel Enhances Bone Healing in Diabetic Bone Defects by Scavenging Reactive Oxygen Species,10.1002/adhm.202404741,,,,,,,5.0,10.0,,,0.1,10.0
Hydrogel,,,,Non-Sphere,Yes,,Primary,,,Low,High,Low,,,,,Brain Disease,Good,Good,Lycium-Barbarum Polysaccharide-Loaded Dual-Crosslinked Rigid Hydrogel Enhances Bone Healing in Diabetic Bone Defects by Scavenging Reactive Oxygen Species,10.1002/adhm.202404741,,,1.0,10.0,,,,,,,,
Organic,,,,Non-Sphere,,,,,,High,,,Small Rodents,Male,Multiple ,Oral,Brain Disease,Good,Good,Oxidized/unmodified-polyethylene microplastics neurotoxicity in mice: Perspective from microbiota-gut-brain axis,10.1016/j.envint.2024.108523,200.0,,,,,,5.0,10.0,,,100.0,500.0
Inorganic,,,,Sphere,Yes,Positive,Neuronal,,High,High,,High,Small Rodents,Female,Single,Intravenous,Brain Disease,Bad,,Endoplasmic reticulum stress-related calcium imbalance plays an important role on Zinc oxide nanoparticles-induced failure of neural tube closure during embryogenesis,10.1016/j.envint.2021.106495,10.0,100.0,,,,,5.0,10.0,,,10.0,100.0
Inorganic,,,,Sphere,Yes,Positive,Neuronal,,High,,,High,,,,,Brain Disease,Bad,,Endoplasmic reticulum stress-related calcium imbalance plays an important role on Zinc oxide nanoparticles-induced failure of neural tube closure during embryogenesis,10.1016/j.envint.2021.106495,10.0,100.0,10.0,100.0,,,,,,,,
Inorganic,,,,Non-Sphere,Yes,,Neuronal,,High,,,High,,,,,Brain Disease,,,Toxicity of different zinc oxide nanomaterials and dose-dependent onset and development of Parkinson’s disease-like symptoms induced by zinc oxide nanorods,10.1016/j.envint.2020.106179,10.0,100.0,10.0,100.0,,,,,,,,
Inorganic,,,,Non-Sphere,Yes,,,,High,,,High,Fish,,Multiple ,Other,Brain Disease,,,Toxicity of different zinc oxide nanomaterials and dose-dependent onset and development of Parkinson’s disease-like symptoms induced by zinc oxide nanorods,10.1016/j.envint.2020.106179,10.0,100.0,,,,,,,,,100.0,500.0
Other,,,,,,,Primary,,,High,High,,,,,,Brain Disease,,,Study of the neurotoxicity of indoor airborne nanoparticles based on a 3D human blood-brain barrier chip,10.1016/j.envint.2020.105598,200.0,,10.0,100.0,0.0,10.0,,,,,,
Inorganic,,,,Sphere,Yes,Negative,,,,High,,High,Small Rodents,Male,Single,Intravenous,Brain Disease,Bad,,Neurotoxicity of green-synthesized magnetic iron oxide nanoparticles in different brain areas of Wistar rats,10.1016/j.neuro.2019.12.014,10.0,100.0,,,,,5.0,10.0,50.0,,0.1,10.0
Other,,,,,,,,,,High,,,Small Rodents,Male,Multiple ,Intranasal,Brain Disease,Bad,,Activation of NLRP3 in microglia exacerbates diesel exhaust particles-induced impairment in learning and memory in mice,10.1016/j.envint.2020.105487,10.0,100.0,,,,,5.0,10.0,1.0,50.0,0.1,10.0
Other,,,,,,,Glial,Inflammatory stimuli,,High,,,,,,,Brain Disease,Bad,,Activation of NLRP3 in microglia exacerbates diesel exhaust particles-induced impairment in learning and memory in mice,10.1016/j.envint.2020.105487,10.0,100.0,10.0,100.0,,,,,,,,
Organic,,,,,,,,,,High,,High,Small Rodents,,Multiple ,Oral,Brain Disease,,,From exposure to neurotoxicity induced by micro-nanoplastics with brain accumulation and cognitive decline,10.1016/j.ecoenv.2025.119114,200.0,,,,,,0.0,5.0,,,10.0,100.0
Organic,,,,Sphere,,,,,,High,,High,Fish,,Multiple ,Other,Brain Disease,,,"Microplastics and copper induce apoptosis, alter neurocircuits, and cause behavioral changes in zebrafish (Danio rerio) brain",10.1016/j.ecoenv.2022.113926,200.0,,,,,,10.0,,,,0.1,10.0
Inorganic,,,,Sphere,,Positive,,,,,,High,Fish,,Multiple ,Other,Brain Disease,Bad,,Environmentally relevant concentrations of organic (benzophenone-3) and inorganic (titanium dioxide nanoparticles) UV filters co-exposure induced neurodevelopmental toxicity in zebrafish,10.1016/j.ecoenv.2022.114343,10.0,100.0,,,,,0.0,5.0,,,10.0,100.0
Organic,,,,Sphere,,,,,,,,High,Other Vertebrates,,Multiple ,Other,Brain Disease,Bad,,Polystyrene nanoparticles induced neurodevelopmental toxicity in Caenorhabditis elegans through regulation of dpy-5 and rol-6,10.1016/j.ecoenv.2021.112523,10.0,100.0,,,,,0.0,5.0,,,10.0,100.0
Inorganic,,,,,Yes,,,,,High,,High,Fish,,Multiple ,Other,Brain Disease,Bad,Bad,Developmental co-exposure of TBBPA and titanium dioxide nanoparticle induced behavioral deficits in larval zebrafish,10.1016/j.ecoenv.2021.112176,,10.0,,,,,0.0,5.0,,,0.1,10.0
Inorganic,,,,Sphere,,Positive,Other,,High,High,,,Other Vertebrates,,,,Brain Disease,Bad,,Zinc oxide nanoparticles exposure-induced oxidative stress restricts cranial neural crest development during chicken embryogenesis,10.1016/j.ecoenv.2020.110415,10.0,100.0,100.0,500.0,,,,,,,,
Inorganic,,,,Sphere,,Positive,,,,High,,,Other Vertebrates,,Single,Other,Brain Disease,Bad,Bad,Zinc oxide nanoparticles exposure-induced oxidative stress restricts cranial neural crest development during chicken embryogenesis,10.1016/j.ecoenv.2020.110415,10.0,100.0,,,,,,,,,10.0,100.0
Inorganic,,,,,,,,,,High,,,Other Vertebrates,,Multiple ,Other,Brain Disease,Bad,,Neurotoxicity and biochemical responses in the earthworm Pheretima hawayana exposed to TiO2NPs,10.1016/j.ecoenv.2015.09.010,10.0,100.0,,,,,0.0,5.0,,,100.0,500.0
Carbon,,,,Non-Sphere,,,,,High,,,,Small Rodents,Female,Single,Intravenous,Brain Disease,Good,,The interaction of carbon nanotubes with an in vitro blood-brain barrier model and mouse brain in vivo,10.1016/j.biomaterials.2015.02.083,10.0,100.0,,,,,0.0,5.0,,,10.0,100.0
Carbon,,,,Non-Sphere,,,Primary,,High,,,,,,,,Brain Disease,Good,,The interaction of carbon nanotubes with an in vitro blood-brain barrier model and mouse brain in vivo,10.1016/j.biomaterials.2015.02.083,10.0,100.0,10.0,100.0,,,,,,,,
Inorganic,,,,,,,Primary,,High,High,,,,,,,Brain Disease,,,In vitro evidence of dysregulation of blood–brain barrier function after acute and repeated/long-term exposure to TiO2 nanoparticles,10.1016/j.biomaterials.2011.10.025,10.0,100.0,10.0,100.0,10.0,100.0,,,,,,
Inorganic,,,,,,,,,,High,,,Small Rodents,Female,Multiple ,Other,Brain Disease,Bad,,Neurotoxicological effects and the impairment of spatial recognition memory in mice caused by exposure to TiO2 nanoparticles,10.1016/j.biomaterials.2010.07.011,,10.0,,,,,5.0,10.0,1.0,50.0,10.0,100.0
Inorganic,,,,,,,,,,High,Low,,Small Rodents,Female,Multiple ,Other,Brain Injury,Bad,,Oxidative stress in the brain of mice caused by translocated nanoparticulate TiO2 delivered to the abdominal cavity,10.1016/j.biomaterials.2009.09.028,,10.0,,,,,0.0,5.0,1.0,50.0,100.0,500.0
Inorganic,,,,,Yes,Negative,Neuronal,Growth/DF,High,,,,,,,,Brain Disease,Bad,,Nanotoxicity of iron oxide nanoparticle internalization in growing neurons,10.1016/j.biomaterials.2007.01.043,10.0,100.0,1.0,10.0,500.0,,,,,,,
Carbon,,,,Non-Sphere,,,,,,High,,,Small Rodents,Female,Single,Other,Brain Disease,Bad,Bad,Physicochemical properties of 26 carbon nanotubes as predictors for pulmonary inflammation and acute phase response in mice following intratracheal lung exposure,10.1016/j.etap.2024.104413,,,,,,,5.0,10.0,,,10.0,100.0
Inorganic,,,,Non-Sphere,Yes,Negative,,,,High,,,Other Vertebrates,Both,Multiple ,Oral,Brain Disease,Bad,,Chronic exposure to titanium dioxide nanoparticles induces deficits of locomotor behavior by disrupting the development of NMJ in Drosophila,10.1016/j.scitotenv.2023.164076,10.0,100.0,,,,,,,,,10.0,100.0
Organic,,,,Sphere,,,,,,High,,,Fish,,Multiple ,Other,Brain Disease,Bad,,Photoaged microplastics induce neurotoxicity via oxidative stress and abnormal neurotransmission in zebrafish larvae (Danio rerio),10.1016/j.scitotenv.2023.163480,200.0,,,,,,,,,,0.1,10.0
Organic,,,,Non-Sphere,,,,,,,,,Other Vertebrates,,Single,Other,Brain Disease,Bad,,Adsorption behavior of triclosan on microplastics and their combined acute toxicity to D. magna,10.1016/j.scitotenv.2023.163290,200.0,,,,,,0.0,5.0,,,0.1,10.0
Organic,,,,,,,,,,High,,,Other Vertebrates,,Multiple ,Other,Brain Disease,Bad,,Polylactic acid microplastics induce higher biotoxicity of decabromodiphenyl ethane on earthworms (Eisenia fetida) compared to polyethylene and polypropylene microplastics,10.1016/j.scitotenv.2022.160909,200.0,,,,,,,,,,0.1,10.0
Carbon,,,,Non-Sphere,,,,,,High,,High,Small Rodents,Male,Multiple ,Intravenous,Brain Disease,Bad,,Exposure to dibutyl phthalate adsorbed to multi-walled carbon nanotubes causes neurotoxicity in mice by inducing the release of BDNF,10.1016/j.scitotenv.2022.158319,,10.0,,,,,0.0,5.0,,,0.1,10.0
Organic,,,,Sphere,,,Primary,Drug/metabolic modulators,,High,,High,Other Vertebrates,,,,Brain Disease,Bad,Good,Polystyrene microplastics-induced cardiotoxicity in chickens via the ROS-driven NF-κB-NLRP3-GSDMD and AMPK-PGC-1α axes,10.1016/j.scitotenv.2022.156727,200.0,,500.0,,500.0,,,,,,,
Organic,,,,Sphere,,,,Drug/metabolic modulators,,High,,High,Other Vertebrates,,,Oral,Brain Disease,Bad,,Polystyrene microplastics-induced cardiotoxicity in chickens via the ROS-driven NF-κB-NLRP3-GSDMD and AMPK-PGC-1α axes,10.1016/j.scitotenv.2022.156727,200.0,,,,,,0.0,5.0,,,10.0,100.0
Inorganic,,,,Sphere,,Positive,,,,,,,Fish,,Multiple ,Other,Brain Disease,Bad,,"Titanium dioxide nanoparticle affects motor behavior, neurodevelopment and axonal growth in zebrafish (Danio rerio) larvae",10.1016/j.scitotenv.2020.142315,10.0,100.0,,,,,0.0,5.0,,,0.1,10.0
Carbon,,,,,,,Primary,,,High,,,,,,,Brain Disease,,,Multi-walled carbon nanotubes decrease neuronal NO synthase in 3D brain organoids,10.1016/j.scitotenv.2020.141384,,10.0,,,,,,,,,,
Organic,,,,Sphere,,Negative,,,,,,,Other Vertebrates,Other,Multiple ,Other,Brain Disease,Bad,,Toxicity comparison between pristine and sulfonate modified nanopolystyrene particles in Caenorhabditis elegans,10.1016/j.scitotenv.2019.134817,10.0,100.0,,,,,0.0,5.0,,,10.0,100.0
Inorganic,,,,Non-Sphere,No,,Glial,NPs stimuli,High,High,,High,,,,,Brain Disease,Bad,,Shape-dependent toxicity of alumina nanoparticles in rat astrocytes,10.1016/j.scitotenv.2019.06.532,10.0,100.0,10.0,100.0,,,,,,,,
Inorganic,,,,,Yes,,,,,,,,Fish,,Multiple ,Other,Brain Disease,Bad,,Parental co-exposure to bisphenol A and nano-TiO2 causes thyroid endocrine disruption and developmental neurotoxicity in zebrafish offspring,10.1016/j.scitotenv.2018.09.007,,10.0,,,,,5.0,10.0,,,,
Organic,,,,Sphere,,,,,High,,,,Fish,,Multiple ,Other,Brain Disease,Bad,,Enhanced uptake of BPA in the presence of nanoplastics can lead to neurotoxic effects in adult zebrafish,10.1016/j.scitotenv.2017.07.144,,,,,,,,,,,,
Organic,,,,,,Negative,,,,High,,High,Small Rodents,Male,Multiple ,Oral,Brain Disease,Bad,,Polystyrene microplastics induced disturbances in neuronal arborization and dendritic spine density in mice prefrontal cortex,10.1016/j.chemosphere.2024.141165,200.0,,,,,,0.0,5.0,1.0,50.0,0.1,10.0
Inorganic,,,,,Yes,Negative,,,,,,,Fish,,Multiple ,Other,Brain Disease,Bad,Good,Nano-TiO2 aggravates bioaccumulation and developmental neurotoxicity of triphenyl phosphate in zebrafish larvae,10.1016/j.chemosphere.2021.132161,10.0,100.0,,,,,,,,,,
Organic,,,,Sphere,Yes,,,,,,,,Other Vertebrates,,Multiple ,Other,Brain Disease,Bad,,Size-dependent chronic toxicity of fragmented polyethylene microplastics to Daphnia magna,10.1016/j.chemosphere.2021.129591,10.0,100.0,,,,,0.0,5.0,50.0,,0.1,10.0
Inorganic,,,,,,,,,,,,,Fish,,Multiple ,Other,Brain Disease,Bad,,Titanium dioxide nanoparticles enhanced thyroid endocrine disruption of pentachlorophenol rather than neurobehavioral defects in zebrafish larvae,10.1016/j.chemosphere.2020.126536,10.0,100.0,,,,,0.0,5.0,,,0.1,10.0
Inorganic,,,,,Yes,,,,,,,,Fish,,,Other,Brain Disease,Bad,,Impact of co-exposure to titanium dioxide nanoparticles and Pb on zebrafish embryos,10.1016/j.chemosphere.2019.06.009,,10.0,,,,,0.0,5.0,,,,
Organic,,,,,Yes,Negative,,,,,,,Small Rodents,Male,Multiple ,Oral,Brain Disease,Good,,Neurobehavioral assessment of rats exposed to pristine polystyrene nanoplastics upon oral exposure,10.1016/j.chemosphere.2017.11.076,10.0,100.0,,,,,5.0,10.0,50.0,,0.1,10.0
Inorganic,,,,Sphere,Yes,,Neuronal,NPs stimuli,High,,High,High,,,,,Brain Disease,Bad,,Effects of titanium dioxide nanoparticles exposure on parkinsonism in zebrafish larvae and PC12,10.1016/j.chemosphere.2017.01.063,10.0,100.0,100.0,500.0,,,,,,,,
Inorganic,,,,Sphere,Yes,,,,High,,High,High,Fish,,Multiple ,Other,Brain Disease,Bad,,Effects of titanium dioxide nanoparticles exposure on parkinsonism in zebrafish larvae and PC12,10.1016/j.chemosphere.2017.01.063,10.0,100.0,,,,,0.0,5.0,,,,
Inorganic,,,,,,,,,,,,High,Small Rodents,,Multiple ,,Brain Injury,Bad,,Prenatal exposure to nanoparticulate titanium dioxide enhances depressive-like behaviors in adult rats,10.1016/j.chemosphere.2013.07.051,100.0,200.0,,,,,0.0,5.0,,,100.0,500.0
Inorganic,,,,,,Positive,,,,High,High,High,Small Rodents,Male,Multiple ,Intranasal,Brain Injury,Bad,Bad,Molecular mechanism of titanium dioxide nanoparticles-induced oxidative injury in the brain of mice,10.1016/j.chemosphere.2013.01.094,,10.0,,,,,10.0,,1.0,50.0,0.1,10.0
Inorganic,,,,,Yes,Negative,Neuronal,Growth/DF,High,High,,High,,,,,Brain Disease,Bad,,Involvement of JNK and P53 activation in G2/M cell cycle arrest and apoptosis induced by titanium dioxide nanoparticles in neuron cells,10.1016/j.toxlet.2010.09.009,10.0,100.0,100.0,500.0,10.0,100.0,,,,,,
Inorganic,,,,Sphere,,,,,,High,Low,High,Small Rodents,Both,Multiple ,Oral,Brain Disease,Good,Good,Evaluation of the neurotoxic effects of engineered nanomaterials in C57BL/6J mice in 28-day oral exposure studies,10.1016/j.neuro.2021.03.005,10.0,100.0,,,,,5.0,10.0,,,100.0,500.0
Other,,,,,,,Neuronal,Growth/DF,,High,,High,,,,,Brain Disease,Bad,Bad,"The SH-SY5Y human neuroblastoma cell line, a relevant in vitro cell model for investigating neurotoxicology in human: Focus on organic pollutants",10.1016/j.neuro.2022.07.008,,,,,10.0,100.0,,,,,,
